OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change
1530000000000.0,6380.01,6560.0,6320.86,6483.98,22277.24115,1530000000000.0,143760033.7,140470,12750.63578,82290350.54,0,1.6296212701860866
1530000000000.0,6482.5,6589.03,6422.0,6449.61,19847.24769,1530000000000.0,129120718.8,129759,11208.65693,72949865.16,0,-0.5073659853451651
1530000000000.0,6444.06,6794.38,6380.0,6712.46,31821.435,1530000000000.0,208570444.0,180773,17674.59269,115843959.8,0,4.165076054537041
1530000000000.0,6711.39,6841.74,6653.0,6741.21,24311.42114,1530000000000.0,163420093.8,160490,12849.74066,86385611.99,0,0.44431928408272664
1530000000000.0,6740.0,6817.23,6551.81,6761.51,26359.75245,1530000000000.0,175935335.7,166074,13647.93353,91142872.89,0,0.3191394658753741
1530000000000.0,6763.21,6795.0,6672.57,6718.84,25428.85405,1530000000000.0,171149859.2,159783,15152.49627,101995867.7,0,-0.6560494203196394
1530000000000.0,6717.69,6733.97,5918.94,6045.0,52157.37083,1530000000000.0,327460666.9,300515,25336.72044,158994318.3,0,-10.013710069979407
1530000000000.0,6045.92,6260.0,6008.48,6149.98,26622.78859,1530000000000.0,162755765.8,170164,15110.7414,92413061.16,0,1.7211607166485745
1530000000000.0,6149.98,6259.8,5750.0,6136.97,47445.99896,1530000000000.0,284095336.1,275996,25966.41725,155558130.9,0,-0.21154540339967462
1530000000000.0,6137.95,6350.0,6061.97,6252.0,39164.51531,1530000000000.0,242859915.8,218384,21986.05738,136305270.0,0,1.85811223617006
1530000000000.0,6252.0,6272.54,6035.0,6070.78,19377.24048,1530000000000.0,119676555.6,113431,9824.659592,60710073.42,0,-2.898592450415871
1530000000000.0,6065.89,6190.43,5971.0,6133.73,19225.6711,1530000000000.0,117103011.8,99481,10381.01414,63236432.02,0,1.1183849360934541
1530000000000.0,6134.73,6173.01,5827.0,5853.98,30585.26603,1530000000000.0,185247010.9,156241,16422.37816,99598694.74,0,-4.57640352550153
1530000000000.0,5851.01,6300.0,5780.0,6197.92,33911.28728,1530000000000.0,201409363.9,212542,18727.19213,111291346.3,0,5.929061820096015
